domain	cluster	score	partisan_score
thenewamerican.com	15	0.762	0.35852867114965314
thenewcivilrightsmovement.com	15	-0.7471	0.29173276123789665
thenewdaily.com.au	7		0.07149363334944518
theneworleansadvocate.com	44	-0.0326	-0.04783563201446339
thenews-messenger.com	27		0.15739717369688175
thenews.com.pk	22	-0.456	0.02667410855581799
thenews.coop	46		-0.5944583851091728
thenewscenter.tv	22		-0.07409893452061794
thenewsdispatch.com	46		-0.6664377456646533
thenewsenterprise.com	30	0.4726	-0.4608309815506511
thenewsherald.com	43		-0.39390569245073614
thenewsminute.com	5	-0.6779	-0.11911257205154269
thenewsnigeria.com.ng	14		-0.03813563517152364
thenewspaper.com	30		-0.5058505784859257
thenewsrecorder.com	41		-0.19509759981293412
thenewsstar.com	44	0.3706	-0.05976336235524882
thenewstribe.com	22		-0.019341792467882035
thenewstribune.com	22	-0.0753	-0.028595224200161196
thenewswheel.com	39		-0.14884492337443045
thenextweb.com	35	-0.1059	-0.10766149810317334
thenigerianvoice.com	14		-0.031099553837340633
thenonprofittimes.com	46	-0.2765	-0.6164990747905813
thenortheasttoday.com	5		-0.2380961165199737
thenorthernecho.co.uk	47		0.15317907945607745
thenorthernlight.com	46		-0.5893499341708602
thenownews.com	38		-0.200214096495981
thenownewspaper.com	16		0.05147273541492911
theoaklandpress.com	43	0.045	-0.0228359514779523
theobjectivestandard.com	46		-0.5628848802775446
theobserver.ca	16		-0.1337673715715062
theolympian.com	22	-0.1516	0.013440674199782243
theonion.com	11	-0.2903	0.3651707390224886
theonlinecitizen.com	49		-0.09038591004777664
theonlinerocket.com	46		-0.6917235986859209
theorion.com	46		-0.7273061389613946
theouthousers.com	20		-0.20855001264369905
thepacker.com	30	0.1624	-0.266503819805782
thepacket.ca	22		-0.049924883275098586
thepantheronline.com	46		-0.7045518874197372
theparisnews.com	2		-0.05422375096363912
theparliamentmagazine.eu	19		-0.02369853477535152
thepeninsulaqatar.com	6		0.37320894740949717
thepeoplescube.com	15		-0.16639335984299386
thepeoplesperson.com	4		-0.04294093845223265
thepeterboroughexaminer.com	16		-0.2825254303155056
thephinsider.com	18	0.4512	-0.3215758605942062
thepiercecountytribune.com	11		0.29686567386313867
thepilot.com	46	0.3727	-0.649637991782093
thepioneeronline.com	30		-0.4565007403270352
theplayerstribune.com	4	0.2666	-0.3525896516734455
thepoke.co.uk	19	-0.3018	-0.11892002379878513
thepolitic.org	46		-0.5486783411207135
thepost.on.ca	16		-0.08077883002016453
thepoultrysite.com	37		-0.28334725590250487
theproducenews.com	46		-0.4501115574101842
theprogress.com	38		0.003460554598705441
theprovince.com	38	0.0963	-0.00028099174827972634
thepublicopinion.com	48		0.3919371648923804
thequietus.com	32	-0.7409	-0.6833467365378679
thequint.com	5	-0.2036	0.006617033226780712
therakyatpost.com	49		-0.0996066246649547
therams.com	22		-0.192455170425419
thereader.com	46		-0.7540835458180114
therealdeal.com	25	-0.0585	-0.2560960612539737
therealnews.com	15	-0.7059	-0.03705150864083486
therebel.media	16	0.791	-0.19915531063729935
therecord.com	38	0.2015	0.08745857836812698
therecordlive.com	46		-0.5474062534618056
thereddingpilot.com	30		-0.38494731940137084
theregister.co.uk	17	0.0559	-0.022988111275274285
theregreview.org	22		0.061811546609211496
thereporter.com	48		8.258869564477933e-05
thereporter.com.au	7		-0.019908635527405842
thereporteronline.com	18	0.1298	-0.008459042700058643
therepublic.com	21	0.0761	0.5922668273176371
thereviewshub.com	46		-0.6999929033407647
theridernews.com	46		-0.6627273827461032
theridgefieldpress.com	46		-0.48095992988268155
theringer.com	48	-0.1677	-0.11949651308801863
theroar.com.au	22		-0.07636795766357996
therogersvillereview.com	24		-0.03444705661451883
theroot.com	15	-0.7344	0.15047847669721573
thesackrace.com	4		-0.08908397123656123
thesaint-online.com	40		-0.5655880415751556
thesandb.com	46		-0.698970954552121
thesatellite.com.au	7		-0.0020380410757323392
thesaturdaypaper.com.au	7		-0.021757585736400076
thescarboroughnews.co.uk	22		-0.09038416243961475
thescore.com	48	0.3176	0.06087308950076694
thescottishsun.co.uk	22	-0.0443	-0.23362664760651564
theseeker.ca	30		-0.41618511752804077
thesetpieces.com	46		-0.6360019412662472
theshillongtimes.com	5		-0.08406418443254421
theshorthorn.com	46		-0.678710263353267
theshout.com.au	36		-0.37039009321151095
thesixthaxis.com	31		-0.10620944997588459
theslanted.com	20		-0.1447928701581743
thesnaponline.com	18		-0.04221340041145898
thesource.com	42	-0.4764	-0.155409919747326
thesouthafrican.com	22		-0.05166895810069455
thesouthern.com	21	0.0015	0.5219250165039634
thesouthernreporter.co.uk	40		-0.38049156646935844
thespacereporter.com	41		-0.18036285228678992
thespacereview.com	41		-0.10901180867947519
thespec.com	38	-0.0253	0.09626476503905643
thespinoff.co.nz	22	-0.1952	-0.11038191487148769
thespiritsbusiness.com	46	0.0924	-0.5767983301685946
thesportreview.com	4		-0.1171486603022822
thesportscampus.com	4		-0.043759826837221835
thespun.com	18	0.3818	-0.08090007226948867
thestage.co.uk	46	-0.6481	-0.6363797157920694
thestandard.com.hk	49		0.3216140265065334
thestandard.com.ph	37		-0.02093290670391349
thestar.co.uk	1		-0.14540762268379034
thestar.com	38	-0.3687	0.1453507456440053
thestar.com.my	49	-0.0901	0.026661532454380233
thestarphoenix.com	38	-0.0828	0.06818669624347877
thestarpress.com	23	0.2668	0.0802284555271367
thestate.com	18	0.0758	0.02231877105787737
thestatesman.com	5		0.027472299463055228
thestatesmanonline.com	22		-0.07571451501384938
thestranger.com	22	-0.7594	-0.24839473658078895
thestreet.com	10	0.1554	0.09171019117284221
thestreetjournal.org	14		-0.05660700194037544
thestylus.net	46		-0.7048985480963423
thesuburbanite.com	30		-0.3923159083889171
thesudburystar.com	16		-0.21889077854349565
thesun.co.uk	22	0.3268	0.009796611106975201
thesun.ie	22		-0.14770601354360488
thesunchronicle.com	34	-0.075	-0.009058847091789229
thesundaily.my	49		0.07018224522692419
thesundayleader.lk	22		-0.08663633163677187
thetablet.co.uk	45		0.032587116410703165
thetakeaway.org	30	-0.672	-0.4511212322744993
thetandd.com	21		0.4754385998803028
thetelegram.com	22		0.009305930902753686
thetelegraph.com	26		0.02747019642938099
thetelegraphandargus.co.uk	47		0.1621781338844418
thetfordandbrandontimes.co.uk	22		-0.06517508763473039
thethirdpole.net	37		-0.4868831479788888
thetidenewsonline.com	14		-0.06441248616928813
thetimes-tribune.com	18	-0.0402	-0.18513897059832227
thetimes.co.uk	47	-0.1205	0.21161678360008465
thetimesherald.com	43		0.07324147785195335
thetimesnews.com	18	-0.1148	-0.20003516457579332
thetimestribune.com	30		-0.23764422367033639
thetower.org	12	0.3799	0.17241156149859768
thetowntalk.com	44	0.3607	0.021809825691715294
thetrucker.com	28		-0.12158092771691587
thetrumpet.com	6		0.303592766679043
thetyee.ca	38	-0.5746	-0.08346213335122211
theundefeated.com	48	-0.4478	-0.12793717615792904
theunion.com	30		-0.4313522765530833
theupcoming.co.uk	32		-0.623590065186709
theurbandaily.com	42	-0.6088	-0.197733142720351
thevalleydispatch.com	34		0.05101821096927593
thevanguard.ca	30		-0.24122497928774914
thevarguy.com	17	0.2999	-0.10631921610772892
thevarsity.ca	46		-0.5965541511449267
theverge.com	35	-0.2484	-0.0021621954324572796
thevermontstandard.com	30		-0.22904691453631856
thevikingage.com	9		-0.1487050845822414
thevillager.com	25	-0.7859	-0.22990407353807807
thevisitor.co.uk	1		-0.4268571226103321
thevwindependent.com	46		-0.5096245381864362
theway.co.uk	19		0.07690851819928182
theweathernetwork.com	41	-0.272	-0.29316022455499063
theweedblog.com	30	-0.0828	-0.15531892468632935
theweek.co.uk	47	-0.2073	0.20578677645669588
theweek.com	11	-0.1771	0.433690290542464
theweekender.com	30		-0.44268621274371145
theweeklyreview.com.au	46		-0.5389482730196258
thewest.com.au	7		-0.06716799607476528
thewesterlysun.com	30	-0.0077	-0.2286611078722168
thewesternstar.com	38		0.022247895215367866
thewestgeorgian.com	46		-0.685744807103868
thewestmorlandgazette.co.uk	47		0.17529841488290696
thewestonforum.com	30		-0.3704714612928523
thewestonmercury.co.uk	46		-0.6167083285139285
thewhig.com	16		-0.2227093730942998
thewhistler.ng	14		-0.03990004743741668
thewire.in	5	-0.619	0.058580500189042276
theworldlink.com	21	0.1256	0.6363730346398834
theworldweekly.com	6		0.10601804246352489
thewrap.com	20	-0.1989	-0.0446595766004137
theyeshivaworld.com	11	0.3727	0.48298804499077685
theyoungfolks.com	32		-0.6004304969723995
theyucatantimes.com	37		0.0157364729478731
thezimbabwedaily.com	37		-0.21789465306493247
thinkadvisor.com	10	0.2839	-0.12487365401971856
thinkgeoenergy.com	28		-0.39568929674825803
thinkprogress.org	11	-0.7193	0.459687854009874
thinkspain.com	30		-0.1955736938115977
thirdage.com	41	-0.0763	-0.31775884233616225
thirdsector.co.uk	1		-0.595809513642052
thisdaylive.com	14	-0.2927	-0.06863086782992688
thisisanfield.com	4	0.1353	-0.17061000932133102
thisislancashire.co.uk	47		0.13638828377174206
thisislocallondon.co.uk	47		0.17015140955016642
thisismoney.co.uk	13		-0.1080328907643777
thisisthewestcountry.co.uk	47		0.17290453627699198
thisiswiltshire.co.uk	47		0.16283082297253626
thisweeknews.com	46		-0.5910446931417647
thomasnet.com	28		-0.27710292875136533
thonline.com	21	0.2875	0.24146493344241243
thornegazette.co.uk	1		-0.4269572219032982
threatpost.com	17	0.0994	-0.39446603776884037
thrillist.com	20	-0.1942	-0.4233926914772313
thurrott.com	17	0.1866	-0.2535969526893934
thv11.com	48	0.1767	0.1430831888104505
thyblackman.com	15		0.1102956913717197
tibetsun.com	5		0.06254239977966132
ticotimes.net	37	-0.3692	-0.2665665104169913
tiftongazette.com	30		-0.30524718485606284
tigernet.com	18		-0.06820984505591493
tikkun.org	12	-0.8924	-0.2789340759653102
tillsonburgnews.com	16		-0.041716963492660915
time.com	11	-0.2046	0.5586523208349768
timeout.com	46	-0.4825	-0.7750086781230653
times-age.co.nz	46		-0.49548947727470505
times-gazette.com	27		0.018604429797259008
times-georgian.com	46		-0.6547471273806516
times-herald.com	46		-0.5787276361623195
times-news.com	48	-0.02	0.13065695209213923
times-series.co.uk	47		0.17274853157527253
times-standard.com	22		-0.07306023406599899
timesandstar.co.uk	47		0.14756294837685843
timesargus.com	22		-0.07480771740715257
timesbulletin.com	27		0.10710043297355366
timescall.com	22	-0.0774	-0.03690545159186556
timescolonist.com	38	0.2173	0.1513565292728311
timesdaily.com	21		0.4616496635179937
timesdelphic.com	46		-0.7181150255338508
timesfreepress.com	18	-0.0026	0.26475009523974274
timesherald.com	18	0.0859	-0.006635731674464207
timesheraldonline.com	30		-0.14226639055842724
timeshighereducation.com	46	-0.4805	-0.637412315130611
timesjournal.com	46		-0.5987013738046011
timesleader.com	18	0.0405	-0.03694434678312113
timesleader.net	46		-0.5494516001819306
timesleaderonline.com	27		-0.03329460138052783
timesledger.com	25	-0.5821	-0.1904032662737154
timeslive.co.za	22	-0.2279	-0.02214350272818544
timesnews.net	18		-0.2222519306422083
timesnow.tv	5		0.06569714679377708
timesnownews.com	5		0.006094788032384114
timesofisrael.com	12	0.1806	0.2577896149691205
timesofmalta.com	4	-0.1446	0.10459138554562854
timesofoman.com	5		0.2138017566618452
timesofsandiego.com	22	-0.1083	-0.04285595226825022
timesonline.com	18	0.1328	-0.05637402601397542
timesrecordnews.com	2		0.16951242649060394
timesreporter.com	27		-0.014348210512717546
timesrepublican.com	22		0.01394224188789243
timesreview.com	46		-0.5931254416356369
timesunion.com	48	-0.1695	0.3675192009607353
timminspress.com	16		-0.300866115161472
timminstimes.com	16		-0.16552451428533047
timminstoday.com	38		0.16284054922928404
tinymixtapes.com	32	-1.0	-0.821444180536324
tipofthetower.com	38		-0.1310831079437856
tipperarystar.ie	33		-0.44025467649718497
tirereview.com	46		-0.5638996586796624
tjcnewspaper.com	21		0.4047336902742877
tmcnet.com	17	0.4143	-0.2303317423568282
tmj4.com	9	0.0933	0.07510260459274147
tmnews.com	23		-0.18880989492525296
tmz.com	22	0.0672	-0.03298189921438236
tnledger.com	18		0.16276718991940678
tnooz.com	28	0.2197	-0.3471628049761833
tnp.sg	49		0.0019719967182190426
tntmagazine.com	22		-0.3078383524438115
today.com	13	0.0618	-0.020687295222896293
today.ng	14		0.04057702120566737
todayfm.com	33		-0.09852886540078085
todayonline.com	49	-0.2401	0.27822091624808487
todayscatholicnews.org	45		-0.0789116246725857
todaysconveyancer.co.uk	1		-0.27308563498038
todaysgolfer.co.uk	22		-0.06682463554544349
todaystrucking.com	28		-0.12411582123765302
todayszaman.com	6	-0.3182	0.12540742177162836
todmordennews.co.uk	22		-0.08195751806472877
toffeeweb.com	4		-0.24340139559258012
tokyoreporter.com	46		-0.7082710978266044
toledoblade.com	27	-0.0608	-0.02020868335668109
tommiemedia.com	46		-0.6293293901179601
tomsguide.com	35	0.2356	-0.1472375627958827
tomshardware.com	35	0.1147	-0.2598186580523587
tonedeaf.com.au	32		-0.25978335991971746
tonganoxiemirror.com	30		-0.3486886785791404
toofab.com	13	-0.1332	-0.03782603748431782
toonzone.net	20		-0.35820804781674004
top1000funds.com	46		-0.6250606256357916
topgear.com	39	0.4246	-0.13527827789073438
topnews.in	5		-0.013151571686509766
topspeed.com	39		-0.08542040110892135
topyaps.com	5		-0.03605812458484649
toronto24hours.ca	38		-0.08079899064215712
torontoist.com	16		-0.30614636667883494
torontolife.com	46	-0.6061	-0.5325751522701233
torontosun.com	38	0.2643	-0.0010775262237606893
torotimes.com	2		-0.3185972018911834
torquayheraldexpress.co.uk	1		-0.05245310259572107
torquenews.com	39		-0.1687031718891058
torrentfreak.com	46	-0.2567	-0.6216910508521416
totalpolitics.com	19		0.031587407453361
totalprosports.com	48	0.0883	-0.022474465255716614
totaltele.com	35		-0.10627567487477357
tottenhamjournal.co.uk	4		-0.1484863069362291
touringcartimes.com	46		-0.570546987514867
towleroad.com	15	-0.7439	0.12089820064364135
townandcountrymagazine.com.au	7		0.01711100731515035
townhall.com	15	0.8498	0.26664689479624454
townsvillebulletin.com.au	7		0.09286670463194496
tpr.org	0		0.2816816684467858
tracking-board.com	20	-0.686	-0.14288996917931676
tradearabia.com	28		-0.09410145956784928
tradeonlytoday.com	46		-0.5335350958270417
tradersmagazine.com	10		-0.24343480146244037
tradewindsnews.com	28		-0.41361138832827193
tradingroom.com.au	36		-0.15006523333077235
trak.in	5		-0.09912978073632
transcontinental.com.au	7		0.004664605411474112
transworld.net	46		-0.5634882731724667
travelagentcentral.com	28	0.1199	-0.20804924690484977
travelandleisure.com	13	-0.0604	-0.10117477172988668
traveldailynews.asia	46		-0.5034678137505418
traveldailynews.com	28		-0.21884895148612657
travelerstoday.com	28		-0.12264423664934333
traveller.com.au	28		-0.2282996463958
travelmole.com	28		-0.2448306196434003
travelpulse.com	28	0.0312	-0.108604088566301
travelweekly.com	28	0.0398	-0.15314736602021256
travelweekly.com.au	28		-0.16259453149050135
treehugger.com	41	-0.4245	-0.4061611883114495
trektoday.com	20		-0.42762130001258636
trentonian.com	18	-0.0263	-0.001249706243334464
tri-cityherald.com	48	0.045	0.23276662927147712
trib.com	21	0.3628	0.2999560128148401
tribalfootball.com	4		-0.01709809401607848
tribdem.com	18	0.1224	0.04877783236979767
tribecacitizen.com	46	-0.2927	-0.5564824324641894
triblive.com	18	0.1962	0.042331078416932975
tribstar.com	23		-0.040324665530644926
tribtoday.com	27		-0.03700464314793504
tribtown.com	21		0.5062875921727339
tribune.com.pk	22	-0.3171	0.06462060785100478
tribune242.com	46	-0.2306	-0.5427452478499192
tribuneindia.com	5		0.02672860592862025
tribuneledgernews.com	13		0.1547723802432542
tribuneonlineng.com	14		-0.05051544828403942
tribute.ca	13		-0.060751470028493605
tricitiessports.com	30		-0.4177934680547495
tricitynews.com	38		0.06215498113275567
trinidadexpress.com	46	-0.2822	-0.4223190858092435
trinitynews.ie	33		-0.4500463993789694
triplem.com.au	7		-0.23493693323307668
triplepundit.com	28	-0.361	-0.20010841222483663
trippedmedia.com	13		-0.18769862101631782
tristatehomepage.com	11	0.059	0.6303322847240729
tristateneighbor.com	30		-0.4163439553850215
trivalleycentral.com	22	0.4829	0.00822892873104263
trofire.com	46	-0.6986	-0.6164972833985716
troymedia.com	16		-0.1705542779419138
troyrecord.com	25	0.0308	-0.10010521575108126
trucker.com	28		-0.1263537389352698
truckinginfo.com	28		-0.08398532060466025
trucknews.com	28		-0.28907447152022137
trucks.com	28		-0.1178733984597813
truebluela.com	22		-0.11957262062911785
trunews.com	6		0.4626038610619447
trurodaily.com	38		0.07455425833408819
trussvilletribune.com	18		-0.19460939096367608
trust.org	6	-0.5351	0.4071671217171347
trustedreviews.com	35		-0.14046777733012855
truth-out.org	15	-0.7375	0.15240648890244182
truthaboutit.net	30		-0.33053876490383244
truthdig.com	15	-0.6402	0.4105559497514379
truthdive.com	5		-0.03314875906078883
truthinmedia.com	15	0.3859	-0.10968860865437734
truthout.org	15		0.1693096407937617
tsmplug.com	22		-0.08753871090257248
tsn.ca	38	0.3397	-0.005128399436112898
ttgmedia.com	28		-0.2581798995590621
ttnews.com	28	0.3378	-0.048682086948430105
tubefilter.com	35	-0.394	-0.3813590086647198
tucson.com	21	-0.0604	0.6684713783797479
tucsonnewsnow.com	11	0.1994	0.5637473337839274
tucsonweekly.com	22	-0.268	-0.23689394892235557
tufts.edu	46		-0.6070803612240838
tuftsdaily.com	46	-0.8329	-0.7228585724045415
tuko.co.ke	22		-0.05603174153863991
tullahomanews.com	46		-0.6666598901548444
tulsaworld.com	21	0.3603	0.2903978719596736
turfshowtimes.com	22		-0.20635835716749315
turkish-football.com	4		-0.15132209244235617
turkishweekly.net	6		0.18792998534687924
turlockjournal.com	46		-0.6301429199246779
turnto10.com	8	-0.093	0.24446262556877554
turnto23.com	11		0.5560924416536988
tuscaloosanews.com	18	0.3539	0.01709014937516609
tv-eh.com	46		-0.6735644525676404
tv.com	20	-0.0181	-0.07434172620704459
tv3.ie	13		-0.04206755941649565
tv360nigeria.com	14		-0.030443021493190867
tvbeurope.com	22		-0.1788429985033263
tvfanatic.com	20	0.0101	-0.15977275957909665
tvguide.com	20	0.0205	-0.048248660356312124
tvline.com	20	-0.1222	-0.09677811454311253
tvnz.co.nz	22	-0.0954	-0.006562041767305308
tvo.org	16		-0.11898776836331604
tvovermind.com	20	-0.1137	-0.14447473140974953
tvseriesfinale.com	20	0.0228	-0.1706245033445073
tvtechnology.com	30	0.1353	-0.21829173550893174
tvweek.com	46		-0.6699690673407547
tvwise.co.uk	30		-0.3843621612078374
twcnews.com	25	0.126	-0.0610054592680558
tweaktown.com	31		-0.08418691448808194
tweeddailynews.com.au	7		0.04581687213355044
twice.com	35	0.1353	-0.25955339679357986
twincities.com	9	0.0619	-0.022120244349021587
twinfinite.net	31		-0.07392531411990112
twinkietown.com	9		-0.19085984756175664
twinsburgbulletin.com	27		-0.3101687822154761
twinsdaily.com	9		-0.22300917125132644
twitchy.com	15	0.8755	0.23866534854309138
twocircles.net	5		-0.04573649470533341
tworowtimes.com	16		-0.3007385999398958
twst.com	28		-0.39571036280454885
twtd.co.uk	1		-0.4219335151828226
txstate.edu	46		-0.6865968429781005
tylerpaper.com	2		0.01536622041663701
typepad.com	46		-0.5672611262514271
tyrepress.com	46		-0.5309638295833808
tyronetimes.co.uk	30		-0.38133755735288266
u.tv	33		-0.20552670051180416
ua.edu	18		-0.12180376391305521
uab.edu	46		-0.6602478717953002
ualrpublicradio.org	0		0.29102617522126056
ubc.ca	46		-0.6341994965965624
uca.org.au	46		-0.6561128908111312
ucanews.com	45		-0.018911568703271615
ucdavis.edu	46		-0.6863988859202075
uchicago.edu	46		-0.6738760877089494
ucla.edu	46	-0.0606	-0.5755300728807272
ucobserver.org	46		-0.7012241111930918
uconn.edu	46		-0.5970262233400736
ucr.edu	46		-0.6420634873149144
ucsb.edu	46		-0.6708178183274393
ucsc.edu	46		-0.6952967258897096
ucsd.edu	41		-0.4860164716593138
ucsf.edu	46	-0.3418	-0.6435009814017086
ucsusa.org	37	-0.7384	-0.17506993150238512
udaipurkiran.com	5		0.030502334212307372
udel.edu	46	-0.1564	-0.6844421802063304
udreview.com	46		-0.6268568282045281
uefa.com	4	0.0493	-0.24952667388924282
ufc.com	22	0.3278	-0.1299456316078323
ufl.edu	46		-0.6114899081694801
uinterview.com	13		0.01980068135141689
uiowa.edu	30		-0.4441895005453281
ukiahdailyjournal.com	30		-0.23113736892837927
uknip.co.uk	1		-0.5840199369740946
ukrinform.net	46		-0.3119837491461032
ukzambians.co.uk	46		-0.5664478885628695
ulladullatimes.com.au	7		-0.009554191528345617
uloop.com	42		-0.5463273670311171
ultimateclassicrock.com	32	0.1836	-0.15728971518059776
umass.edu	34	-0.378	-0.5153895596620973
umich.edu	46		-0.6606090391675655
umkc.edu	46		-0.6488247225092655
ummid.com	5		-0.04316083015836087
umn.edu	29		-0.19849796989757024
umsl.edu	46		-0.667312234331479
umterps.com	30	0.1955	-0.4054565220997294
un.org	37	-0.4525	0.018934988178255573
uncut.co.uk	32		-0.5464722745395038
und.com	23	0.4553	-0.36571721618942626
undercurrentnews.com	30		-0.33036970825971657
undertheradarmag.com	32	-0.872	-0.5246888695136692
undispatch.com	37	-0.7777	0.04847799697815646
unesco.org	46		-0.6066878107141844
unfspinnaker.com	46		-0.5670215050606633
unhcr.org	37	-0.5137	-0.35384312276053265
unicornbooty.com	30	-0.7571	-0.3860726252169924
union-bulletin.com	30		-0.40385053453870945
unionleader.com	34	0.3961	0.010171030586127009
unionvilletimes.com	46		-0.6413652655843728
universetoday.com	41	-0.0721	-0.1272491061591741
universityherald.com	41	-0.1036	-0.2753569121194716
universityobserver.ie	46		-0.6469772444153695
universityofcalifornia.edu	41	-0.599	-0.42591668702201246
universityworldnews.com	30	-0.6773	-0.34642818770331063
unlv.edu	46	-0.0538	-0.6820649547075887
unrealitytv.co.uk	13		-0.07293442581429378
uoregon.edu	46		-0.674350841086716
updatednews.ca	6		0.2699860349139942
upenn.edu	46	-0.5618	-0.551348029661058
upi.com	48	0.0385	0.43783437359423805
upnorthlive.com	8		0.27991328471265314
uppermichiganssource.com	43		-0.041758903625232546
upr.org	0		0.30933345705636933
upressonline.com	46		-0.6139763365416392
uproxx.com	42	-0.1959	-0.12656322645123666
upsetmagazine.com	32		-0.4625814199285212
upstreamonline.com	28		-0.07954670508863672
uptownmagazine.com	42	-0.708	-0.2325159698325227
upworthy.com	13	-0.3823	-0.36447344243873553
uq.edu.au	46		-0.6576507209759225
urbanislandz.com	42		-0.2451312952262295
urbanmecca.net	42		-0.1497127188049836
urbanmilwaukee.com	9	-0.0919	-0.18701348365632048
urbantoronto.ca	16		-0.2958264089016795
usahockey.com	46	0.3496	-0.5593279938280582
usatoday.com	48	0.0582	0.22904211485365633
usatodayhss.com	18	0.4447	-0.3297140454569139
usc.edu	46		-0.6739417151659054
uscatholic.org	45	0.0377	-0.004383126747311653
uscho.com	46	0.2699	-0.46682256408111955
useventing.com	46		-0.6937344733768915
usf.edu	18		0.006436750330576196
usforacle.com	46		-0.45993611372330573
usgamer.net	31	-0.2439	-0.08256477531517621
usmagazine.com	13	-0.039	-0.024798756659695317
usnews.com	48	-0.1304	0.35446902860960894
usni.org	3		-0.17890527726432537
ussoccerplayers.com	4		-0.1840711809258447
usustatesman.com	30		-0.1528143047217873
utah.edu	46		-0.4438883174918507
utahpolicy.com	22	0.443	0.1121163275607817
utdallas.edu	46		-0.6365248119619215
utexas.edu	46	-0.3456	-0.6468564836975182
uticaod.com	25	0.2141	0.032334255065968494
utilitydive.com	28	-0.386	-0.28962600506387937
utk.edu	46		-0.6260266497291287
utoronto.ca	46		-0.6602991196041972
uttoxeteradvertiser.co.uk	1		-0.4992853788479398
utv.ie	33		-0.08007205927169175
uvm.edu	46	-0.4864	-0.5881758532326192
uwbadgers.com	9		-0.2874604794158782
uwyo.edu	22		-0.1625699103363453
v3.co.uk	17	0.045	-0.10827576181071098
vagazette.com	11		0.5621959922731998
vaildaily.com	30	0.1017	-0.26758273586274006
valdostadailytimes.com	48		0.43392829006935907
valleybreeze.com	46	-0.3584	-0.6071993408981642
valleycentral.com	8	0.4932	0.2638079539305902
valleymorningstar.com	21		0.6492930691009554
valleynewslive.com	11	-0.0276	0.3349449163541421
valuewalk.com	10	0.3119	0.028451744837014018
vancitybuzz.com	38	-0.2168	-0.24417949001332379
vancourier.com	38		0.06626221738673899
vancouversun.com	38	-0.1695	-0.005413792909199508
vanderbilt.edu	46		-0.6621118800407405
vanguardngr.com	14	-0.4307	-0.03671052603185367
vanillaplus.com	17		-0.2700913948061093
vanityfair.com	13	-0.4891	0.1055134655697759
vanyaland.com	32	-0.6088	-0.5862589146625443
variety.com	20	-0.2409	-0.09592060026860502
vashonbeachcomber.com	30		-0.49920621052985525
vator.tv	35	0.005	-0.27125992365616575
vaughtsviews.com	18	0.3446	-0.09075140242767744
vavel.com	4		-0.044541576588708255
vccircle.com	5		-0.0776229023802891
vcstar.com	48	-0.0749	0.3030940284147156
vdare.com	15	0.8484	-0.03858608192181024
vegasinc.com	46	0.1801	-0.5106800187040161
vegasseven.com	46	-0.032	-0.7766496830971885
vegnews.com	30	-0.4295	-0.397272837430389
venturebeat.com	31	-0.0788	-0.11155885859308931
ventureburn.com	46		-0.5692225360296674
venturesafrica.com	37		-0.15654537658936438
verilymag.com	13	0.415	-0.23789998915918129
vermontbiz.com	22		-0.08389032730836894
vernonmorningstar.com	38		0.009335016010175017
verticalmag.com	46		-0.5628011354146392
vertikal.net	46		-0.6423042463963743
veteranstoday.com	6	0.2994	0.31296385430373075
vg247.com	31	0.0043	-0.13857303576239266
vh1.com	42	-0.1849	-0.13017138555387053
viacom.com	46		-0.6193949271081114
vibe.com	42	-0.4992	-0.25477240297192416
vibeghana.com	22		-0.0737024065731899
vice.com	11	-0.5531	0.13734400304911465
vicnews.com	38		-0.01684981176272455
victorharbortimes.com.au	7		0.003999754100909018
victoriaadvocate.com	2		-0.24916362240485673
vikings.com	9	0.4858	-0.14008891172583726
villagemagazine.ie	33		-0.2965172745511858
villagesoup.com	30		-0.3174670020461635
villagevoice.com	32	-0.7541	-0.46819114870348066
vin.com	46		-0.6543659983956647
vindy.com	27	0.1866	0.08562650558049006
vinepair.com	46	0.0676	-0.7145058905325242
vineyardgazette.com	46	-0.3615	-0.6970668896715686
virginia.edu	30		-0.22173569326556566
virginiabusiness.com	22		-0.08548051435389484
virginiamn.com	24		-0.012038113930296416
virginislandsdailynews.com	46		-0.5338345189016771
virtual-strategy.com	28	0.2428	-0.09528791381772223
virtueonline.org	45		-0.3218350365200265
vitalfootball.co.uk	4		-0.08531860135383931
vivaelbirdos.com	22		-0.22293756007684928
vnews.com	22	-0.3858	-0.06724903882443989
voanews.com	6	-0.2529	0.603899726194261
vocativ.com	6	-0.2691	0.274888452632596
vocm.com	16		-0.06202321653648158
vogue.co.uk	13	-0.25	-0.19630152758438507
vogue.com	13	-0.4587	-0.13841805157944892
vogue.com.au	13		-0.09835918437691626
voice-online.co.uk	42		-0.04992351465331546
voiceofalexandria.com	21		0.7075030217224543
voiceofdetroit.net	46		-0.5369624581220783
voiceofoc.org	46		-0.5712683600080255
voiceofsandiego.org	22	-0.3635	-0.07353473990588653
voiceonline.com	38		-0.053439358954528574
volanteonline.com	30		-0.4069572607848809
voltairenet.org	6		0.3361825997476205
vox.com	15	-0.5546	0.38836594080426373
voxy.co.nz	22		-0.12224128874502041
vpr.net	22		-0.04244544666761508
vr-zone.com	49		-0.09248580744115412
vtdigger.org	22	-0.3563	-0.0625611024296498
vueweekly.com	46		-0.7230734771458444
vulcanadvocate.com	16		-0.06328708844992165
vulture.com	20	-0.5491	-0.18658731942603135
