domain	cluster	score	partisan_score
consumerelectronicsnet.com	28		-0.370043462193658
consumerist.com	35	-0.1524	0.005994440463873174
consumerreports.org	46	-0.0489	-0.5764528967331475
contracostatimes.com	48	-0.2025	-0.018742766839688615
contractingbusiness.com	46		-0.6321008204261078
contractormag.com	30		-0.3258212624062383
contractoruk.com	19		-0.16252113798896017
coolhunting.com	46	-0.4405	-0.677255107090297
coolum-news.com.au	7		0.03891277724798884
coomaexpress.com.au	7		-0.004707092896402269
cootamundraherald.com.au	7		0.0184625066150713
core77.com	46	-0.4721	-0.6640277984302728
cornandsoybeandigest.com	30	0.7394	-0.16078447092956547
cornell.edu	30	-0.4022	-0.3086891415264501
cornellsun.com	46	-0.5338	-0.7051990037990669
cornishguardian.co.uk	1		-0.2759625978170191
cornishman.co.uk	1		-0.3084976362808095
cornwalllive.com	19		-0.0914486781796281
cornwallseawaynews.com	46		-0.5920093341356354
coronationstreetupdates.blogspot.com	46		-0.47869977633324895
corrections.com	30		-0.3243673505237817
corsicanadailysun.com	2		-0.08352258492019107
cortezjournal.com	21		0.5228777274183504
cosmicbooknews.com	20		-0.05493952560871582
cosmopolitan.co.uk	13	-0.0165	-0.02951548459210912
cosmopolitan.com	13	-0.2844	0.016994877717208007
cosmopolitan.com.au	13		-0.012084660090792152
cosmosmagazine.com	41	-0.1318	-0.3086258160641156
counselheal.com	13	-0.1437	-0.1315280744107348
countercurrents.org	6		0.26123363743075767
counterpunch.org	15	-0.338	0.17599618892342497
countingpips.com	10		-0.20986306733429186
counton2.com	21	-0.1299	0.6497022544033463
countrystandardtime.com	22		-0.09695207519891887
countylive.ca	46		-0.6073993288681077
countytimes.co.uk	46		-0.6271913857744558
countytimes.com	30		-0.3180497472388019
courant.com	22	-0.1115	0.0443463610608657
courier-journal.com	18	0.0697	-0.003423177117378679
courier-tribune.com	18	0.2197	0.02554026878892407
courier.co.uk	22		-0.1299450619792326
courierherald.com	30		-0.2908984777151739
couriernews.com	22		-0.16791790345643248
courierpostonline.com	18	-0.086	0.024378091564366787
courierpress.com	23	0.2355	-0.058118195025555555
courthousenews.com	11	-0.1502	0.41508406085551125
coveleaderpress.com	46		-0.6322022775450207
coventryobserver.co.uk	1		-0.5073722339844399
coventrytelegraph.net	1		-0.4446643503119527
covermagazine.co.uk	1		-0.4434574819939806
covnews.com	30		-0.4013108606086989
cowichanvalleycitizen.com	38		-0.009807636566069252
cowraguardian.com.au	7		0.013267798008613248
cp24.com	38	0.0593	0.21379636966698368
cpa.org.au	7		-0.10266969927433316
cpapracticeadvisor.com	30	0.5169	-0.3990618692200811
cpexecutive.com	28	0.2563	-0.4110269630712763
cpfc.co.uk	1		-0.43747371174862243
cpifinancial.net	28		-0.29239665020629024
cpj.org	46	-0.6164	-0.6044943903626835
cpr.org	22	-0.4868	-0.0322161167158974
cqnews.com.au	7		0.029286524117779735
craigdailypress.com	30		-0.4446995047156264
crainscleveland.com	27	0.1384	-0.24609504321908313
crainsdetroit.com	43	-0.0461	-0.07001256457973842
crainsnewyork.com	25	-0.4086	-0.014847158223208647
crash.net	39		-0.10924653027848752
cravenherald.co.uk	47		0.1763388291794772
craveonline.com	22	-0.1673	-0.10363859641656357
crawleynews.co.uk	1		-0.420927210320265
crawleyobserver.co.uk	22		-0.1192265566424825
creativeboom.com	46	-0.6088	-0.7143595773217261
creativereview.co.uk	46	-0.5252	-0.7268534674873979
creativity-online.com	30	-0.2996	-0.4998932634964397
creators.com	15	0.255	-0.23148119942461648
creditcards.com	46	0.0671	-0.6110979108319698
crescent-news.com	27		0.07916900660680173
crestonvalleyadvance.ca	38		0.013343934109056106
crestviewbulletin.com	46		-0.5504596718327273
crewechronicle.co.uk	46		-0.6332312128935602
creweguardian.co.uk	47		0.17601899087863634
cricbuzz.com	22		-0.05457987564183199
cricket.co.uk	22		-0.08744270290392454
cricket.com.au	22		-0.16712189702621555
cricket365.com	22		-0.08406344226699963
cricketcountry.com	22		-0.05218561094143792
cricketworld.com	22		-0.07970029487065211
crikey.com.au	7		-0.19731454000300935
criticalhit.net	31		-0.1336567445720573
crn.com	17	0.3824	-0.1144244066440156
crn.com.au	17		-0.059662023970375164
crn.in	17		-0.2653836374934369
crookstontimes.com	9		0.04513689063968256
crookwellgazette.com.au	7		0.015560499093674612
croplife.com	30	0.7589	-0.2523077595120094
crosscut.com	30	-0.6726	-0.2285407452593397
crossmap.com	45		-0.053012962713740716
crossrhythms.co.uk	46		-0.689570436529334
crosswalk.com	45	0.724	-0.186400509230246
crowdfundinsider.com	10	0.0399	-0.18320680129775535
crowrivermedia.com	9		-0.1833895429876612
croydonadvertiser.co.uk	1		-0.31476184564548443
croydonguardian.co.uk	47		0.1764620888125416
crozetgazette.com	46		-0.6667720495359251
cruisecritic.com	28	0.2024	-0.4979666936956205
crunchyroll.com	46	-0.2685	-0.5700884399730157
crushable.com	13	-0.3911	-0.07018725080241038
cruxnow.com	45	0.1843	-0.05033669251253986
cryptocoinsnews.com	10	0.1897	-0.10301856800596078
csbj.com	30	0.3727	-0.43728193346149574
csindy.com	30	0.0201	-0.34013396907473736
csmonitor.com	11	-0.2341	0.5282366338384838
csnbayarea.com	48	0.1756	-0.049935669380523094
csnchicago.com	26	0.204	-0.12247392803198368
csnews.com	29		-0.3497805537336999
csnmidatlantic.com	22	0.2428	-0.08735719284394193
csnne.com	34		-0.06123479635548109
csnphilly.com	18	0.1431	-0.06633543977846625
cso.com.au	17		-0.13855052899164927
csoonline.com	17	0.1033	-0.15322291403724114
cspdailynews.com	29		-0.2890482478080476
cspnet.com	29		-0.2952048963722824
csrwire.com	28	-0.5508	-0.3555111775111398
csufresno.edu	46		-0.6544767642713933
csun.edu	46		-0.7055152281061178
ctmirror.org	22	-0.1786	-0.06373932822528024
ctnow.com	22	-0.1834	-0.0411904255034412
ctpost.com	11	-0.0683	0.3999786935606224
ctv.ca	16	0.059	-0.05878628337492347
ctvnews.ca	16	-0.0435	0.1720846345473837
cuatower.com	46		-0.4838399121440366
cubuffs.com	30	0.2833	-0.25089009623815484
cullmansense.com	30		-0.3576822094460136
cullmantimes.com	18		-0.08167917671493949
culthub.com	28		-0.1822631078548587
cultofmac.com	35	0.0053	-0.056268009938960806
culturedvultures.com	30		-0.2861951514864535
culturemap.com	2		-0.5512626236054995
cumberlandnewsnow.com	30		-0.35811752841988814
cumberlink.com	21	0.2777	0.5886825023454944
cumbernauld-news.co.uk	40		-0.31093456409241926
cuny.edu	15		-0.012736135867707332
curbed.com	25	-0.2518	-0.12845380110859986
curling.ca	30		-0.45239713117635505
current-movie-reviews.com	13		-0.28872332650223875
current.org	46	-0.6808	-0.6535460141850913
currentargus.com	22		0.14432982858008175
curvemag.com	30	-0.7502	-0.45482351610673843
cw33.com	2		0.10331184273038996
cw39.com	11		0.39396005299454445
cwuobserver.com	46		-0.6778040101417895
cxotoday.com	17		-0.2274450983348827
cybergrass.com	46		-0.6646737917639454
cyclingmagazine.ca	30		-0.3736540712349458
cyclingnews.com	22	-0.0831	-0.08011668103022138
cyclingtips.com	22	-0.1499	-0.07785061372201962
cyclingtips.com.au	22	-0.1137	-0.16876352582324528
cyclingweekly.co.uk	22	0.2428	-0.07647139889499557
cyclingweekly.com	22		-0.06460544998844052
cyprus-mail.com	4		0.2131331738897204
dagblog.com	15		0.1932030497924992
daijiworld.com	5		0.013947823050623526
daily-chronicle.com	26		-0.007362974798939087
daily-iowan.com	22	0.012	-0.1168458474993893
daily-jeff.com	27		0.06966872553039456
daily-journal.com	26		-0.18666996556598886
daily-times.com	22	0.045	0.15829168103301272
daily-tribune.com	46		-0.6756996307285523
daily49er.com	46		-0.6170285097113528
dailyadvertiser.com.au	7		-0.01673950561905092
dailyamerican.com	24	0.4726	0.3579303518468893
dailyastorian.com	30	-0.2133	-0.07129082536865339
dailybreeze.com	48	-0.0628	0.03516786870909569
dailybruin.com	46	-0.267	-0.5518679706441371
dailybulldog.com	22		-0.1639124845381223
dailybulletin.com	48	0.1866	0.03706891957894753
dailycal.org	46	-0.3892	-0.67800918222399
dailycaller.com	15	0.6958	0.33863216392827683
dailycamera.com	22	-0.3862	-0.05611703439239785
dailycampus.com	22	-0.2747	-0.18760337627506582
dailycannon.com	4		-0.13249723907744979
dailycardinal.com	9		-0.13590097611297275
dailyclimate.org	37	-0.6915	0.1009678128635752
dailycollegian.com	46		-0.5969425781716944
dailycomet.com	44	0.045	-0.23059516039359385
dailycommercial.com	18	0.3996	0.018992360562711946
dailycorinthian.com	46		-0.4978543919078442
dailyddt.com	22		-0.09687263447326631
dailydem.com	30		-0.3059721521273869
dailydemocrat.com	48		0.008899909620075074
dailydot.com	15	-0.401	0.19393930653938793
dailyeasternnews.com	46		-0.6442601037743638
dailyecho.co.uk	47		0.1647098005783166
dailyedge.ie	13	-0.6246	-0.12527712332524998
dailyegyptian.com	26		-0.32185748732349895
dailyemerald.com	22	-0.1962	-0.06934950903646736
dailyexaminer.com.au	7		0.030192214353169055
dailyexcelsior.com	5		-0.0063469595822273905
dailyexpress.com.my	49		-0.1082662542455343
dailyforex.com	10		0.09392005955741643
dailyfreeman.com	25	-0.2551	-0.035766556123841726
dailyfreepress.com	46	-0.5612	-0.6489334972693572
dailygalaxy.com	41	-0.0735	-0.14711002465118977
dailygazette.com	25	0.0368	-0.027759556369746457
dailyherald.com	48	0.1127	0.23199955155524568
dailyinterlake.com	22		-0.15825600969353062
dailyiowan.com	22	-0.0704	-0.10513658215641719
dailyitem.com	18	0.2385	0.1854291817436293
dailyjournal.net	21	0.0246	0.6333515682505599
dailyjournalonline.com	21		0.7042477003549594
dailykashmirimages.com	5		-0.007098716854372637
dailykos.com	15	-0.7052	0.28922666670671204
dailyliberal.com.au	7		-0.018111892245120356
dailylife.com.au	7	-0.6481	-0.2170401842199355
dailylobo.com	46		-0.4253448399616097
dailylocal.com	18	0.2307	-0.03540815265795573
dailymail.co.uk	13	0.2105	0.1988129257341723
dailymaverick.co.za	22	-0.5905	-0.012125796376053648
dailymercury.com.au	7		0.019786949433988118
dailymirror.lk	22		-0.05666981395867689
dailynews.co.tz	46		-0.5292089024330822
dailynews.com	48	0.0592	0.026113501130248434
dailynews.lk	22		-0.04735260182279013
dailynexus.com	46		-0.7217195442237021
dailynorseman.com	9	0.5481	-0.1436749593176577
dailynorthwestern.com	46	-0.6088	-0.5960496941631606
dailyo.in	5	-0.6201	-0.008561513582257447
dailyorange.com	25	-0.1677	-0.4336899419754811
dailypakistan.com.pk	22		-0.009566039666468063
dailypilot.com	46		-0.6855872104260925
dailypioneer.com	5		-0.0030454654719422403
dailypost.co.uk	4		-0.04493258735003959
dailypost.ng	14		-0.043925203189736736
dailypostathenian.com	24		-0.03995507874874184
dailypress.com	22	-0.0883	0.1643003670226551
dailypress.net	43		-0.07891538502077027
dailyprincetonian.com	46	-0.4873	-0.612854318876396
dailyprogress.com	21	-0.3991	0.6731200352617944
dailyranger.com	30		-0.27252918552819044
dailyreckoning.com	10		-0.28817786454877997
dailyrecord.co.uk	40	0.0711	-0.011924064242395177
dailyrecord.com	48	0.2389	0.060747694696316606
dailyregister.com	26		-0.20299908348881526
dailyreporter.com	9		0.012305773459248995
dailyrepublic.com	48		0.2665079227675081
dailyreview.com.au	46		-0.6319057309307831
dailysabah.com	6	-0.3087	0.3349154651735094
dailysignal.com	15	0.8842	0.2972115784335379
dailysportscar.com	39		-0.3975633293792647
dailystar.co.uk	4	0.4764	0.001619467971446475
dailystarjournal.com	24		-0.009062215563266939
dailysunnews.com	46		-0.5412403739151499
dailytarheel.com	30	-0.2241	-0.25454603695561184
dailytexanonline.com	2	-0.3615	-0.24411780505896863
dailytidings.com	46	-0.6915	-0.5098183229860207
dailytimes.com.ng	14		-0.06525883911521518
dailytimes.com.pk	22	-0.3816	0.05787949963065259
dailytoreador.com	2		-0.3821905851734145
dailytribune.com	43		0.08232659581261066
dailytribune.net	2		-0.4524691510493065
dailytrust.com.ng	14		-0.04356514047586527
dailyutahchronicle.com	30		-0.1034415413960737
dailyuw.com	30		-0.36390900823387634
dailyvoice.com	25		-0.19320165133878528
dailyworld.com	44		-0.08116717489654149
dairyherd.com	30		-0.15352239932221906
dakotastudent.com	30		-0.35747355410538934
dal.ca	46		-0.6421476691969535
dallascowboys.com	2	0.5029	-0.13034578518834053
dallasnews.com	2	-0.2175	-0.0445109516260916
dallasobserver.com	2	0.1962	-0.3526214741846823
dallasvoice.com	2	-0.4307	-0.23079250724362613
daltondailycitizen.com	46		-0.532537433032427
danapointtimes.com	46		-0.6601938061829411
dancespirit.com	46	-0.1679	-0.6972374778037878
dancingastronaut.com	32	-0.0912	-0.6826482412193675
danspapers.com	30	0.0154	-0.4889359361781513
darientimes.com	46		-0.5258359760195181
darkhorizons.com	20		-0.057731833762629685
darkreading.com	17	0.1456	-0.2887949124668913
dartmouth.edu	46	-0.3981	-0.6776894625801984
datacenterdynamics.com	17	0.2119	-0.38443378079240903
datacenterknowledge.com	17	0.17	-0.15996035714990425
davaotoday.com	37		-0.11018607937218325
daventryexpress.co.uk	1		-0.31560070100572024
davisclipper.com	46		-0.2936442123548115
davisenterprise.com	46		-0.6314792760450042
dawgnation.com	18	0.3895	-0.1563427130788589
dawgsbynature.com	27		-0.11132482455155872
dawn.com	22	-0.3778	0.015207466609662913
dayafterindia.com	5		0.03776772842737645
daytondailynews.com	27	0.0576	0.16033446787171907
dazeddigital.com	32	-0.6488	-0.41571562514189997
dcist.com	30	-0.6365	-0.36938766704784615
dcourier.com	48	0.3942	0.11157542666102963
dcvelocity.com	28		-0.3483603940638112
dddmag.com	29	-0.2253	-0.12261406244780755
dddnews.com	46		-0.47391831336402523
deadline.com	20	-0.2054	0.03194159079250997
deadlinedetroit.com	43	-0.3911	-0.118850374345603
deadlinenews.co.uk	40		-0.1692092176889184
deadspin.com	48	-0.044	-0.00201152995619823
dealbreaker.com	10	-0.1464	-0.11575674403240496
dealerscope.com	35		-0.33526796365394085
dealersupport.co.uk	46		-0.6259121111685879
dealstreetasia.com	28		-0.14224756564982116
deathandtaxesmag.com	11	-0.5651	0.27172924746145666
debka.com	12	0.7242	0.278795213557907
decaturdaily.com	18		0.12729779425173132
decaturish.com	46		-0.6344167623007354
deccanchronicle.com	5	-0.072	0.036987655661293216
deccanherald.com	5	-0.3014	0.025080520274483396
decider.com	20	-0.2172	-0.09710540180721607
deeperblue.com	46		-0.6852305383201979
deesidepiper.co.uk	40		-0.26250902012886307
defence.pk	5		0.1448064801730753
defenceaviationpost.com	5		-0.03860676583724458
defenceweb.co.za	37		-0.12206056546325457
defendingbigd.com	46		-0.4796274461359061
defense.gov	3	0.045	-0.04021681081866056
defenseindustrydaily.com	3		-0.08713139760660506
defensenews.com	3	0.1344	0.051736574087925584
defenseone.com	3	0.0264	0.16546447606740403
defensesystems.com	3		-0.1425138498204123
dekhnews.com	5		-0.014385198680114942
delaware1059.com	24		-0.014607777247964067
delawareonline.com	18	-0.0891	0.07499541439796023
delawarepublic.org	30		-0.37219225821197205
delconewsnetwork.com	18		-0.07536042907968481
delcotimes.com	18	0.169	-0.004814040241931808
delhidailynews.com	5		0.0018308553470372162
delhinewsrecord.com	16		-0.03190747248894493
delmarvanow.com	48	0.1305	0.2748546664267978
delmarvapublicradio.net	0		0.28407928216562417
deltafarmpress.com	22	0.7194	-0.07449091926441401
demingheadlight.com	22		0.14549729057393587
democracynow.org	11	-0.744	0.5262766103586698
democratandchronicle.com	25	0.0169	0.06951706730088475
democratherald.com	21	0.057	0.5368301363595461
demotix.com	13	-0.2674	-0.0910621666702614
denbighshirefreepress.co.uk	1		-0.557231990390132
denofgeek.com	20	-0.0457	-0.08929462850643333
denofgeek.us	20	-0.1651	-0.08783737360994258
dentonrc.com	11		0.2576189064585695
denverbroncos.com	22	0.4733	-0.08924949005320906
denverpost.com	48	0.0352	0.07844199418964079
depauliaonline.com	46		-0.6513346107503749
depauw.edu	46		-0.6571574242853617
derbyshiretimes.co.uk	1		-0.3092289337091201
derbytelegraph.co.uk	1		-0.18436415729559583
derehamtimes.co.uk	22		-0.07307760745101735
derryjournal.com	33		-0.30035409976215577
derrynow.com	33		-0.33134241854332547
deseretnews.com	22	0.5662	0.2688829405823232
desertsun.com	48	-0.1163	0.19373279029760307
deshgujarat.com	5		-0.030467653631093477
design-reuse.com	46		-0.45669265517019725
designnews.com	46	0.3122	-0.5639246609861935
designntrend.com	13	-0.0054	-0.10721863554250988
designweek.co.uk	46	-0.3202	-0.6593224262876107
designworldonline.com	46		-0.5721303743278716
desimartini.com	5		-0.06380179443328177
desmog.ca	38	-0.7594	-0.2138008215367614
desmogblog.com	30	-0.7691	-0.37596020680020475
desmoinesregister.com	22	0.2004	-0.03527900975383129
destinationcrm.com	17	0.2054	-0.3404759119755206
destinyconnect.com	22		-0.06588339331474068
destinyman.com	22		-0.07174114216950651
destructoid.com	31	-0.2325	-0.15917656870042723
detroitlions.com	43	0.4874	-0.22563655064320695
detroitnews.com	43	0.0931	0.003092375571284536
develop-online.net	31	-0.3202	-0.18846088608190767
devex.com	37	-0.6389	-0.14570547657159516
devondispatch.ca	16		-0.03810052589229494
devonlive.com	1		-0.007533101021240204
dewsburyreporter.co.uk	22		-0.08365805254014061
dexigner.com	46	-0.3753	-0.5579532280505535
dfnionline.com	46		-0.5084147639591303
dglobe.com	9		-0.027895550441928405
dhakatribune.com	22	-0.276	0.0079180921209459
diabetes.co.uk	29		-0.38939975434407564
diamondbackonline.com	30	-0.3082	-0.3908127226092592
diamondworld.net	46		-0.6490116493709404
diffuser.fm	32	-0.2715	-0.46331160564177915
digiday.com	30	-0.3484	-0.3111633731814104
diginomica.com	17	0.0631	-0.21572392172535582
digit.in	35		-0.06553244724291056
digitalhealth.net	1		-0.4334465346554994
digitaljournal.com	6	0.0034	0.573864493049819
digitallook.com	10		0.04859721619938333
digitalmusicnews.com	32	-0.3343	-0.5063543925208714
digitalspy.com	20	-0.0765	-0.04441739102880137
digitaltrends.com	35	0.0057	-0.06392486067410562
digitaltveurope.net	22		-0.10706995027113518
digtriad.com	48	0.402	0.0967797697826314
directionsmag.com	46		-0.6613343576125629
directorstalkinterviews.com	28		-0.22271025725484067
dirtysouthsoccer.com	46		-0.5259182773126523
disabilityscoop.com	46	-0.1906	-0.549102464498904
discovermagazine.com	41	-0.321	-0.3783004400838269
discovermoosejaw.com	46		-0.6313470320838843
discovery.com	41	0.2035	-0.3895699734513626
dispatch.com	27	-0.1494	-0.09167674388953866
dispatchlive.co.za	22		-0.08827452297145669
dissexpress.co.uk	1		-0.15595256439204533
dissidentvoice.org	6		0.10606262146957934
dissmercury.co.uk	22		-0.06741277213778082
districtadministration.com	46	-0.0589	-0.518960004854644
diverseeducation.com	30	-0.6151	-0.40186111548054726
diymag.com	32	-0.2956	-0.5386071807157993
djbooth.net	42	-0.3977	-0.4176990188173402
djournal.com	18		0.18950697183906437
dl-online.com	9		-0.11253737658393176
dmagazine.com	2	-0.1877	-0.4259697782834241
dmarge.com	46		-0.5941848033107615
dnaindia.com	5	-0.1687	0.08334056448842803
dnainfo.com	25	-0.5932	-0.08735279721086846
dnews.com	22		-0.12751127532929066
dng24.co.uk	40		-0.4801343440413449
docsports.com	48		-0.026423244250206375
dodgeglobe.com	30		-0.41056541436711697
dodlive.mil	46		-0.5868125800297944
dogonews.com	41		-0.33030809765574654
domain-b.com	5		-0.002168546740104319
domain.com.au	36		-0.49591370309114124
dominicantoday.com	46		-0.6561023606272849
donaldsonvillechief.com	22		-0.060002236062892726
doncasterfreepress.co.uk	1		-0.38536802153768956
donegaldemocrat.ie	33		-0.43361415717065666
donegalnow.com	33		-0.4068532855119739
donnybrookmail.com.au	7		0.005432467154183586
donsidepiper.co.uk	40		-0.2803458782750495
dorsetecho.co.uk	47		0.17182080925061372
dose.ca	13		-0.15713192825501787
dothaneagle.com	18		0.22127553263284724
dothanfirst.com	11		0.5907137505865194
dotmed.com	29	0.3193	-0.3427908383299575
doverpost.com	30		-0.3418457948740789
downeast.com	30	-0.1836	-0.4338870173858651
downtoearth.org.in	37		-0.3018043683837671
downtownexpress.com	25		-0.4132432332098046
drapersonline.com	1		-0.27581852466474227
draysbay.com	30		-0.25846157542426174
dreadcentral.com	20	-0.0331	-0.24625664428246516
dreamteamfc.com	4		-0.05807158601744425
drf.com	30	0.3256	-0.38431441053281495
driffieldtoday.co.uk	22		-0.06660142009770596
drinks-business-review.com	46		-0.4704468865549851
drinksretailingnews.co.uk	46		-0.544801906032212
drive.com.au	39		-0.10863601601058168
drivespark.com	39		-0.1737926979934025
driving.ca	39		-0.10859437997561534
driving.co.uk	39		-0.35585701260752656
droitwichadvertiser.co.uk	47		0.17037536624053193
dromoreleader.co.uk	30		-0.30979523208380133
drovers.com	22		-0.12533028259324025
drownedinsound.com	32		-0.6334296080576152
drugstorenews.com	29	0.024	-0.1642630543612245
dsnews.com	22	0.4912	-0.0655644732066073
dtnpf.com	22	0.5816	0.18928115651960617
dualshockers.com	31		-0.07030595773424855
dubaichronicle.com	28		-0.35618882495575394
dublinlive.ie	33		-0.08600390115500171
duboiscountyherald.com	23		-0.2979910467300646
dudleynews.co.uk	47		0.1778179420990682
duke.edu	30		-0.34289547332526266
dukebasketballreport.com	18		-0.23627423211890403
dukechronicle.com	30	0.1741	-0.33001516332797576
duluthnewstribune.com	9	-0.0077	0.013123120236580296
duncanbanner.com	18		-0.08703612757305723
dunfermlinepress.com	47		0.18420632908344034
dungogchronicle.com.au	7		0.008714187541313303
dunmowbroadcast.co.uk	46		-0.6124588790677745
dunstabletoday.co.uk	1		-0.37027459787384587
dunyanews.tv	22		0.1592979693768044
duqsm.com	46		-0.665752492871384
duquoin.com	26		-0.18306563974005124
durangoherald.com	21	-0.1143	0.3506025380681721
durhamregion.com	38		0.06279373852734949
durhamtimes.co.uk	47		0.1636755733423778
dvidshub.net	3	0.4549	-0.162797097401535
dw.com	6	-0.2763	0.5177901332521249
dynamicbusiness.com.au	36		-0.19761781704804085
dzone.com	17	0.0682	-0.3956179712065962
e-flux.com	46	-0.8366	-0.6919401721245267
e27.co	46	-0.0941	-0.4608736247409188
eacourier.com	24		-0.010458496508334122
eadt.co.uk	1		-0.1906384959853965
eaglenews.org	46		-0.5939539468584216
eagletribune.com	48	0.0239	0.23907458364519293
eaglevalleynews.com	38		0.005911998600537852
ealingtimes.co.uk	47		0.17489684438846853
earnthenecklace.com	13		-0.06799940029347468
earthjustice.org	46	-0.7073	-0.5468106766991613
earthtouchnews.com	46	-0.5345	-0.6532226285667355
eastbayexpress.com	30	-0.5776	-0.5834554944709948
eastbaytimes.com	48	0.0924	0.05831465904355534
eastbourneherald.co.uk	22		-0.08502610378835658
eastcountymagazine.org	22		-0.08846099423219148
easternecho.com	46		-0.7068985086563327
easterneronline.com	46		-0.5791451333254448
easterneye.eu	5		-0.0723626757480596
easternmirrornagaland.com	5		0.054199742374055865
easternriverinachronicle.com.au	7		0.02649804284966378
easthamptonstar.com	46	-0.4962	-0.6395251657516738
eastidahonews.com	11	0.646	0.2519158929837475
eastlondonadvertiser.co.uk	1		-0.27893552779620834
eastlondonlines.co.uk	1		-0.48840490163329003
eastlothiannews.co.uk	40		-0.4619069687102304
eastoregonian.com	22	0.1076	0.23160756843625918
eastvalleytribune.com	30	0.3395	-0.24715795711241415
eastwoodadvertiser.co.uk	1		-0.21107752185577985
easyreadernews.com	46		-0.6588183348831523
eater.com	46	-0.3742	-0.5846178263179332
eatoutmagazine.co.uk	1		-0.576791184005372
eatsleepsport.com	4		-0.037335422082563754
ebar.com	30		-0.4003557327329835
ebony.com	42	-0.7915	-0.009659964572043558
ecanadanow.com	13		-0.41847641710178785
ecb.co.uk	22		-0.14997323088163605
ecbpublishing.com	46		-0.5763547650691557
echo-news.co.uk	47		0.16695807453619577
echo.net.au	46		-0.6941834030060394
echonews.com.au	7		0.04234832357111645
echopress.com	9		-0.14757173869912113
eclectablog.com	43	-0.8177	-0.11404385409936366
ecmweb.com	30		-0.3113669017592564
eco-business.com	37	-0.7066	-0.3069854642438644
ecommercetimes.com	17		-0.18227377509573903
econintersect.com	10		0.13062690260045248
economics21.org	15	0.8283	-0.10256237656195105
economicvoice.com	19		-0.04476584066416074
economylead.com	5		-0.005839303392679581
economywatch.com	46		-0.5263812010685286
econotimes.com	10	0.0547	0.0792337860189249
ecorazzi.com	30	-0.2685	-0.4826631968288983
ecowatch.com	37	-0.4863	0.07644836025330007
ecr.co.za	22		-0.014389740652872159
ecumenicalnews.com	45		-0.21900798967620227
edenmagnet.com.au	7		0.013984833968517824
edexec.co.uk	1		-0.3995806515768891
edgl.com	28		-0.2963055416137336
edhat.com	46		-0.5878029633179184
edie.net	19	-0.5449	-0.07180026855118798
edinburghguide.com	40		-0.5252626926212877
edmondsun.com	18	0.58	-0.05675154394423631
edmontonexaminer.com	16		-0.03847472769368833
edmontonjournal.com	16	-0.104	-0.08795381176534342
edmontonsun.com	16		0.011040613708887655
edp24.co.uk	22		-0.09263148014994238
edsonleader.com	16		-0.038032961967263586
edsource.org	30	-0.2736	-0.2529197909262599
edsurge.com	46	-0.0889	-0.6260710259732587
educationdive.com	30	-0.2155	-0.4578280525269687
educationnews.org	26	-0.0063	-0.15690700403704294
edweek.org	26	-0.1941	-0.050961362520808545
eejournal.com	46		-0.500436374912654
eenews.net	37	-0.5494	0.11828181721426563
eetimes.com	17	0.1553	-0.34769410116912836
eff.org	46	-0.3099	-0.5664212875554661
effinghamdailynews.com	26		-0.031899152483273255
efinancialnews.com	10	-0.086	-0.2915976797680293
ehextra.com	46		-0.6782804044446393
ehstoday.com	46	0.3557	-0.5903759787589147
einnews.com	15	-0.0241	0.24019314448652213
ejinsight.com	49		0.3167670261395056
ejpress.org	12		0.14458245863587
ekantipur.com	46		-0.5991452260763415
ekklesia.co.uk	37		-0.32467825948260093
eldoradonews.com	22		-0.12563198521234473
electroiq.com	41		-0.3465483958220371
electronicdesign.com	17		-0.2492215907609639
electronicintifada.net	12	-0.7848	-0.045225655742329354
electronics-eetimes.com	46		-0.450640714445136
electronicsweekly.com	17		-0.37520164429073255
eletsonline.com	5		-0.11819638200115498
elevenwarriors.com	27	0.4926	-0.17038073557677355
elitedaily.com	13	0.0368	-0.0750961877018438
elitesportsny.com	22		-0.10773472895082023
elkharttruth.com	23		-0.07644127290598225
elkodaily.com	21	0.3863	0.5854145530731524
elle.com	13	-0.5166	-0.004259641861106027
elle.com.au	13		-0.042821702247373056
elle.my	13		-0.18402489740666172
elleuk.com	13	-0.5704	-0.009096553825391828
ellsworthamerican.com	30		-0.2543554865162428
ellwoodcityledger.com	18		-0.0763019737451167
elpasoinc.com	21		0.5634402134517488
elsberrydemocrat.com	45		0.007821921126015582
elystandard.co.uk	1		-0.26958525206955897
emirates247.com	13	-0.1877	0.03337502246779187
emissourian.com	46		-0.6219234687075442
emory.edu	46		-0.6286605467361261
emorywheel.com	46		-0.7018574251106174
empireofsoccer.com	46	-0.048	-0.5549495725535865
empireofthekop.com	4		-0.07804777464055927
empireonline.com	20	-0.0951	-0.10147832784907729
empirewritesback.com	22		-0.0926474566902663
employeebenefits.co.uk	1		-0.47151032581306723
emporiagazette.com	22	0.3673	-0.21679175625033653
empr.com	29	0.1019	-0.10555091591177605
emptylighthouse.com	20		-0.61453009551353
emsworld.com	30	0.246	-0.33698432887825147
enca.com	22	-0.7594	0.14175783202579814
endurancebusiness.com	46		-0.47947018986839646
energeticcity.ca	38		-0.08314925606468435
energy-business-review.com	28		-0.08316797174051196
energyglobal.com	28		-0.11635159100774997
energylivenews.com	28		-0.07864693776586314
energymatters.com.au	36		-0.23007007234142632
energyvoice.com	28		-0.04000106500846707
enewscourier.com	18		0.13812267235703152
enewspf.com	26	-0.4129	0.09662555609338475
